 ------- ------------ ---------------------- -------------------- ---------------- --------------- ---------------------- ---------- --------- ------------------------ ------------------------ -------------- -------------------- ------------------------------------------------------------ --------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
  annee   numero_lot   lot_emplacement        type_appartement     numero_serie     compteur_type   compteur_emplacement   index_n1   index_n   index_compteur_demonte   index_nouveau_compteur   consommation   etat_code            etat_libelle                                                 forfait   commentaire                                                                                                                                                                
 ------- ------------ ---------------------- -------------------- ---------------- --------------- ---------------------- ---------- --------- ------------------------ ------------------------ -------------- -------------------- ------------------------------------------------------------ --------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
  2025    103          1er Couloir Face       5 pièces             95191190         EF              Cuisine                492        501       492                                               9.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    103          1er Couloir Face       5 pièces             95191258         EF              Salle de bain          1388       1428      1388                                              40.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    104          1er (Coursive 2)       4 pièces             IMP-104-CUI-EC   EC              Cuisine                30         30        30                                                75.000         bloque               Compteur bloqué                                              1                                                                                                                                                                                    
  2025    104          1er (Coursive 2)       4 pièces             IMP-104-SAL-EC   EC              Salle de bain          422        458       422                                               36.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    104          1er (Coursive 2)       4 pièces             IMP-104-CUI-EF   EF              Cuisine                259        289       259                                               30.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    104          1er (Coursive 2)       4 pièces             IMP-104-SAL-EF   EF              Salle de bain          963        1050      963                                               87.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    105          1er (Coursive 1)       2 pièces ou studio   IMP-105-CUI-EC   EC              Cuisine                0                    0                                                 0.000          supprime             Suppression définitive d'un compteur                         0                                                                                                                                                                                    
  2025    105          1er (Coursive 1)       2 pièces ou studio   IMP-105-SAL-EC   EC              Salle de bain          2          9         2                                                 7.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    105          1er (Coursive 1)       2 pièces ou studio   IMP-105-CUI-EF   EF              Cuisine                106                  106                                               0.000          supprime             Suppression définitive d'un compteur                         0                                                                                                                                                                                    
  2025    105          1er (Coursive 1)       2 pièces ou studio   IMP-105-SAL-EF   EF              Salle de bain          4          17        4                                                 13.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    106          2ème Couloir Gauche    3 pièces             IMP-106-CUI-EC   EC              Cuisine                140        3         140                      3                        3.000          remplace             Nouveau Compteur                                             0                                                                                                                                                                                    
  2025    106          2ème Couloir Gauche    3 pièces             IMP-106-SAL-EC   EC              Salle de bain          510                  510                                               75.000         bloque               Compteur bloqué                                              1                                                                                                                                                                                    
  2025    106          2ème Couloir Gauche    3 pièces             IMP-106-CUI-EF   EF              Cuisine                278                  278                      8                        8.000          remplace             Nouveau Compteur                                             0         Compteur changé en avril 2025                                                                                                                                              
  2025    106          2ème Couloir Gauche    3 pièces             IMP-106-SAL-EF   EF              Salle de bain          1151       1198      1151                                              47.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    107          2ème Couloir Face      5 pièces             IMP-107-CUI-EC   EC              Cuisine                528        535       528                                               7.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    107          2ème Couloir Face      5 pièces             IMP-107-SAL-EC   EC              Salle de bain          11         36        11                                                25.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    107          2ème Couloir Face      5 pièces             IMP-107-CUI-EF   EF              Cuisine                292        332       292                                               40.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    107          2ème Couloir Face      5 pièces             IMP-107-SAL-EF   EF              Salle de bain          419        476       419                                               57.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    108          2ème (Coursive 2)      4 pièces             IMP-108-CUI-EC   EC              Cuisine                108        118       108                                               10.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    108          2ème (Coursive 2)      4 pièces             IMP-108-SAL-EC   EC              Salle de bain          177        186       177                                               9.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    108          2ème (Coursive 2)      4 pièces             IMP-108-CUI-EF   EF              Cuisine                599        608       599                                               9.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    108          2ème (Coursive 2)      4 pièces             IMP-108-SAL-EF   EF              Salle de bain          989        1008      989                                               19.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    109          2ème (Coursive 1)      2 pièces ou studio   IMP-109-CUI-EC   EC              Cuisine                15         15        0                                                 0.000          inoccupe             Appartement inoccupé                                         0                                                                                                                                                                                    
  2025    109          2ème (Coursive 1)      2 pièces ou studio   IMP-109-SAL-EC   EC              Salle de bain          43         43        0                                                 0.000          inoccupe             Appartement inoccupé                                         0                                                                                                                                                                                    
  2025    109          2ème (Coursive 1)      2 pièces ou studio   IMP-109-CUI-EF   EF              Cuisine                20         20        0                                                 0.000          inoccupe             Appartement inoccupé                                         0                                                                                                                                                                                    
  2025    109          2ème (Coursive 1)      2 pièces ou studio   IMP-109-SAL-EF   EF              Salle de bain          72         72        0                                                 0.000          inoccupe             Appartement inoccupé                                         0                                                                                                                                                                                    
  2025    110          3 ème Couloir Gauche   3 pièces             IMP-110-CUI-EC   EC              Cuisine                62         66        62                                                4.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    110          3 ème Couloir Gauche   3 pièces             IMP-110-SAL-EC   EC              Salle de bain          20         45        20                                                25.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    110          3 ème Couloir Gauche   3 pièces             IMP-110-CUI-EF   EF              Cuisine                82         94        82                                                12.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    110          3 ème Couloir Gauche   3 pièces             IMP-110-SAL-EF   EF              Salle de bain          33         79        33                                                46.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    111          3 ème Couloir Face     5 pièces             IMP-111-CUI-EC   EC              Cuisine                3          12        3                                                 9.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    111          3 ème Couloir Face     5 pièces             IMP-111-SAL-EC   EC              Salle de bain          9          28        9                                                 19.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    111          3 ème Couloir Face     5 pièces             IMP-111-CUI-EF   EF              Cuisine                717        733       717                                               16.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    111          3 ème Couloir Face     5 pièces             IMP-111-SAL-EF   EF              Salle de bain          861        901       861                                               40.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    112          3ème (coursive 2)      4 pièces             IMP-112-CUI-EC   EC              Cuisine                25         33        25                                                8.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    112          3ème (coursive 2)      4 pièces             IMP-112-SAL-EC   EC              Salle de bain          93         123       93                                                30.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    112          3ème (coursive 2)      4 pièces             IMP-112-CUI-EF   EF              Cuisine                108        141       108                                               33.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    112          3ème (coursive 2)      4 pièces             IMP-112-SAL-EF   EF              Salle de bain          150        202       150                                               52.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    113          3ème (Coursive 1)      2 pièces ou studio   IMP-113-CUI-EC   EC              Cuisine                0                    0                                                 0.000          supprime             Suppression définitive d'un compteur                         0                                                                                                                                                                                    
  2025    113          3ème (Coursive 1)      2 pièces ou studio   IMP-113-SAL-EC   EC              Salle de bain          24         25        24                                                1.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    113          3ème (Coursive 1)      2 pièces ou studio   IMP-113-CUI-EF   EF              Cuisine                0                    0                                                 0.000          supprime             Suppression définitive d'un compteur                         0                                                                                                                                                                                    
  2025    113          3ème (Coursive 1)      2 pièces ou studio   IMP-113-SAL-EF   EF              Salle de bain          420        435       420                                               15.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    114          4ème Couloir Gauche    3 pièces             IMP-114-CUI-EC   EC              Cuisine                192                  192                      7                        7.000          remplace             Nouveau Compteur                                             0                                                                                                                                                                                    
  2025    114          4ème Couloir Gauche    3 pièces             IMP-114-SAL-EC   EC              Salle de bain          306                  306                      35                       35.000         remplace             Nouveau Compteur                                             0                                                                                                                                                                                    
  2025    114          4ème Couloir Gauche    3 pièces             IMP-114-CUI-EF   EF              Cuisine                293                  293                      13                       13.000         remplace             Nouveau Compteur                                             0                                                                                                                                                                                    
  2025    114          4ème Couloir Gauche    3 pièces             IMP-114-SAL-EF   EF              Salle de bain          952                  952                      34                       34.000         remplace             Nouveau Compteur                                             0                                                                                                                                                                                    
  2025    115          4ème Couloir Face      5 pièces             IMP-115-CUI-EC   EC              Cuisine                23                   23                                                75.000         forfait              Index Compteur non communiqué                                1                                                                                                                                                                                    
  2025    115          4ème Couloir Face      5 pièces             IMP-115-SAL-EC   EC              Salle de bain          149                  149                                               75.000         forfait              Index Compteur non communiqué                                1                                                                                                                                                                                    
  2025    115          4ème Couloir Face      5 pièces             IMP-115-CUI-EF   EF              Cuisine                82                   82                                                150.000        forfait              Index Compteur non communiqué                                1                                                                                                                                                                                    
  2025    115          4ème Couloir Face      5 pièces             IMP-115-SAL-EF   EF              Salle de bain          2                    2                                                 150.000        forfait              Index Compteur non communiqué                                1                                                                                                                                                                                    
  2025    116          4ème (Coursive 2)      4 pièces             IMP-116-CUI-EC   EC              Cuisine                374        382       374                                               8.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    116          4ème (Coursive 2)      4 pièces             IMP-116-SAL-EC   EC              Salle de bain          374        382       374                                               8.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    116          4ème (Coursive 2)      4 pièces             IMP-116-CUI-EF   EF              Cuisine                643        658       643                                               15.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    116          4ème (Coursive 2)      4 pièces             IMP-116-SAL-EF   EF              Salle de bain          821        841       821                                               20.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    117          4ème (Cousive 1)       2 pièces             IMP-117-CUI-EC   EC              Cuisine                258        261       258                                               3.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    117          4ème (Cousive 1)       2 pièces             IMP-117-SAL-EC   EC              Salle de bain          12         13        12                                                1.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    117          4ème (Cousive 1)       2 pièces             IMP-117-CUI-EF   EF              Cuisine                482        485       482                                               3.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    117          4ème (Cousive 1)       2 pièces             IMP-117-SAL-EF   EF              Salle de bain          794        798       794                                               4.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    119          5ème Couloir Face      5 pièces             94246918         EC              Cuisine                439        451       439                                               12.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    119          5ème Couloir Face      5 pièces             94246692         EC              Salle de bain          4          4         4                                                 75.000         bloque               Compteur bloqué                                              1                                                                                                                                                                                    
  2025    119          5ème Couloir Face      5 pièces             95191126         EF              Cuisine                660        660       660                                               150.000        bloque               Compteur bloqué                                              1                                                                                                                                                                                    
  2025    119          5ème Couloir Face      5 pièces             95191198         EF              Salle de bain          323        329       323                                               6.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    120          5ème (coursive 2)      4 pièces             IMP-120-CUI-EC   EC              Cuisine                6          17        6                                                 11.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    120          5ème (coursive 2)      4 pièces             IMP-120-SAL-EC   EC              Salle de bain          896        926       896                                               30.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    120          5ème (coursive 2)      4 pièces             IMP-120-CUI-EF   EF              Cuisine                623        638       623                                               15.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    120          5ème (coursive 2)      4 pièces             IMP-120-SAL-EF   EF              Salle de bain          1133       1168      1133                                              35.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    121          5ème (coursive 1)      2 pièces ou studio   IMP-121-CUI-EC   EC              Cuisine                93         104       93                                                11.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    121          5ème (coursive 1)      2 pièces ou studio   IMP-121-SAL-EC   EC              Salle de bain          547        555       547                                               8.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    121          5ème (coursive 1)      2 pièces ou studio   IMP-121-CUI-EF   EF              Cuisine                395        426       395                                               31.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    121          5ème (coursive 1)      2 pièces ou studio   IMP-121-SAL-EF   EF              Salle de bain          510        543       510                                               33.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    122          6ème Couloir Gauche    3 pièces             IMP-122-CUI-EC   EC              Cuisine                42         46        42                                                4.000          actif                En fonctionnement                                            0         Non communiqué                                                                                                                                                             
  2025    122          6ème Couloir Gauche    3 pièces             IMP-122-SAL-EC   EC              Salle de bain          41         54        41                                                13.000         actif                En fonctionnement                                            0         Non communiqué                                                                                                                                                             
  2025    122          6ème Couloir Gauche    3 pièces             IMP-122-CUI-EF   EF              Cuisine                356        361       356                                               5.000          actif                En fonctionnement                                            0         Non communiqué                                                                                                                                                             
  2025    122          6ème Couloir Gauche    3 pièces             IMP-122-SAL-EF   EF              Salle de bain          166        210       166                                               44.000         actif                En fonctionnement                                            0         Non communiqué                                                                                                                                                             
  2025    123          6ème Couloir Face      5 pièces             IMP-123-CUI-EC   EC              Cuisine                31         37        31                                                6.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    123          6ème Couloir Face      5 pièces             IMP-123-SAL-EC   EC              Salle de bain          122        154       122                                               32.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    123          6ème Couloir Face      5 pièces             IMP-123-CUI-EF   EF              Cuisine                63         70        63                                                7.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    123          6ème Couloir Face      5 pièces             IMP-123-SAL-EF   EF              Salle de bain          285        347       285                                               62.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    124          6ème (coursive 2)      4 pièces             IMP-124-CUI-EC   EC              Cuisine                1          2         1                                                 1.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    124          6ème (coursive 2)      4 pièces             IMP-124-SAL-EC   EC              Salle de bain          1034       1049      1034                                              15.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    124          6ème (coursive 2)      4 pièces             IMP-124-CUI-EF   EF              Cuisine                1284       1296      1284                                              12.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    124          6ème (coursive 2)      4 pièces             IMP-124-SAL-EF   EF              Salle de bain          1455       1484      1455                                              29.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    125          6ème (coursive 1)      2 pièces ou studio   148029/10        EC              Cuisine                26                   26                                                0.000          supprime             Suppression définitive d'un compteur                         0                                                                                                                                                                                    
  2025    125          6ème (coursive 1)      2 pièces ou studio   94246359         EC              Salle de bain          115                  115                                               75.000         bloque               Compteur bloqué                                              1                                                                                                                                                                                    
  2025    125          6ème (coursive 1)      2 pièces ou studio   09091612         EF              Cuisine                126                  126                                               0.000          supprime             Suppression définitive d'un compteur                         0                                                                                                                                                                                    
  2025    125          6ème (coursive 1)      2 pièces ou studio   95191326         EF              Salle de bain          542        555       542                                               13.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    126          7ème Couloir Gauche    3 pièces             IMP-126-CUI-EC   EC              Cuisine                239        240       239                                               1.000          inoccupe             Appartement inoccupé                                         0                                                                                                                                                                                    
  2025    126          7ème Couloir Gauche    3 pièces             IMP-126-SAL-EC   EC              Salle de bain          411        417       411                                               6.000          inoccupe             Appartement inoccupé                                         0                                                                                                                                                                                    
  2025    126          7ème Couloir Gauche    3 pièces             IMP-126-CUI-EF   EF              Cuisine                351        351       351                                               0.000          inoccupe             Appartement inoccupé                                         0                                                                                                                                                                                    
  2025    126          7ème Couloir Gauche    3 pièces             IMP-126-SAL-EF   EF              Salle de bain          672        683       672                                               11.000         inoccupe             Appartement inoccupé                                         0                                                                                                                                                                                    
  2025    127          7ème Couloir Face      5 pièces             IMP-127-CUI-EC   EC              Cuisine                195        203       195                                               8.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    127          7ème Couloir Face      5 pièces             IMP-127-SAL-EC   EC              Salle de bain          489        496       489                                               7.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    127          7ème Couloir Face      5 pièces             IMP-127-CUI-EF   EF              Cuisine                544        565       544                                               21.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    127          7ème Couloir Face      5 pièces             IMP-127-SAL-EF   EF              Salle de bain          939        973       939                                               34.000         actif                En fonctionnement                                            0                                                                                                                                                                                    
  2025    128          7ème (coursive 2)      4 pièces             IMP-128-CUI-EC   EC              Cuisine                119        120       119                                               1.000          actif                En fonctionnement                                            0                                                                                                                                                                                    
